datapoint,Year,Zipcode,Total Population,White Population,Black Population,Employed Count,Unemployed Count,Poverty Count,Poverty Count - White,Poverty Count - Black,Median Income,Median Rent,Median Home Value,County,Adjusted Median Income,Adjusted Median Rent,Adjusted Median Home Value,% Black Population,% White Population,% Unemployed,% Black Poverty,% White Poverty
721,2011,48601,39371,12825,23912,11565.0,3592.0,15059.0,3029.0,10828.0,27052.0,454.0,56500.0,Saginaw,35195.77778864492,590.6728935400264,73508.85128857156,60.735058799624085,32.574737751136624,9.123466510883645,71.90384487681784,20.11421741151471
722,2017,48601,35831,11544,21147,11302.0,1983.0,12180.0,2906.0,8090.0,26994.0,474.0,39900.0,Saginaw,32228.82290306788,565.9206511096605,47637.62442885117,59.01872680081494,32.21791186402835,5.53431386229801,66.42036124794745,23.85878489326765
723,2014,48601,36939,12172,21840,10659.0,3180.0,13054.0,2736.0,9451.0,26578.0,461.0,48200.0,Saginaw,32855.94328703704,569.8920105095973,59585.238409029465,59.12450255827174,32.9516229459379,8.608787460407699,72.39926459322812,20.959092998314695
724,2016,48601,35986,11218,21681,11161.0,2298.0,12328.0,2939.0,8267.0,27109.0,465.0,43300.0,Saginaw,33055.63752307223,567.0025249263563,52798.299632927374,60.2484299449786,31.173234035458236,6.38581670649697,67.05872809863725,23.840038935756002
725,2013,48601,38232,12320,23060,11025.0,3411.0,14384.0,2982.0,10228.0,26368.0,460.0,50300.0,Saginaw,33125.113390024766,577.8804672106869,63189.97282760338,60.31596568319733,32.22431471019041,8.921845574387948,71.1067853170189,20.731368186874306
726,2018,48601,35270,10891,21262,11295.0,1851.0,12034.0,2551.0,8193.0,28654.0,511.0,42300.0,Saginaw,33395.07210073793,595.5497258140953,49298.930336470105,60.28352707683584,30.8789339381911,5.248086192231359,68.08210071464185,21.198271563902278
727,2012,48601,38877,12690,23347,11253.0,3619.0,14420.0,2997.0,10152.0,27765.0,461.0,54100.0,Saginaw,35391.020997935484,587.6196895389253,68959.27376150944,60.05350207063302,32.64140751601204,9.30884584715899,70.40221914008322,20.78363384188627
728,2020,48601,34218,10631,21593,11144.0,1572.0,10898.0,2377.0,7599.0,31391.0,529.0,42400.0,Saginaw,35495.91441244769,598.1758696500535,47944.5309511574,63.10421415629202,31.06844350926413,4.594073294757146,69.72839053037254,21.811341530556067
729,2019,48601,34793,10650,21741,11350.0,1898.0,11768.0,2466.0,8277.0,29822.0,530.0,41300.0,Saginaw,34137.760397720376,606.7001881427068,47276.825981686394,62.48670709625499,30.60960538039261,5.455120282815509,70.3348062542488,20.95513256288239
730,2011,48602,29730,21203,6233,11496.0,2125.0,7270.0,4764.0,2124.0,34782.0,458.0,68800.0,Saginaw,45252.829478214095,595.8770600029341,89511.66316201279,20.96535486041036,71.31853346787757,7.147662293979145,29.215955983493807,65.52957359009629
731,2014,48602,30369,20669,6924,11787.0,2668.0,8109.0,4961.0,2508.0,34942.0,482.0,54200.0,Saginaw,43195.58922174912,595.8523840902948,67002.48800351446,22.79956534624123,68.05953439362507,8.78527445750601,30.928597854236035,61.178936983598476
732,2017,48602,30343,19943,6928,12503.0,1909.0,8060.0,4208.0,2678.0,36631.0,515.0,49700.0,Saginaw,43734.68221687336,614.8715935052219,59338.09358681461,22.83228421711762,65.72520845005437,6.291401641235211,33.225806451612904,52.20843672456576
