datapoint,Year,Zipcode,Total Population,White Population,Black Population,Employed Count,Unemployed Count,Poverty Count,Poverty Count - White,Poverty Count - Black,Median Income,Median Rent,Median Home Value,County,Adjusted Median Income,Adjusted Median Rent,Adjusted Median Home Value
918,2011,48807,769,746,0,334.0,39.0,74.0,70.0,0.0,46111.0,488.0,123900.0,Saginaw,59992.32994278448,634.908308474742,161199.0561885667
919,2020,48807,889,880,2,385.0,28.0,66.0,66.0,0.0,51713.0,512.0,80400.0,Saginaw,58475.36625182083,578.952826580014,90913.68604889282
920,2011,48809,11307,10592,29,4849.0,708.0,2282.0,1841.0,3.0,47920.0,499.0,116200.0,Kent,62345.9142256345,649.2197662477382,151181.03574746932
921,2019,48809,10728,10286,4,4962.0,312.0,1513.0,1408.0,0.0,52592.0,545.0,120600.0,Kent,60202.9741411344,623.8709481844814,138052.91073586876
922,2015,48809,10690,9996,20,4784.0,613.0,1998.0,1884.0,3.0,45888.0,491.0,94200.0,Kent,56659.87097971875,606.2586438947417,116312.75815658791
923,2017,48809,10690,10298,43,4897.0,377.0,1616.0,1571.0,21.0,47132.0,519.0,103200.0,Kent,56272.09309725848,619.6472952023498,123213.10378590076
924,2018,48809,10789,10393,21,5074.0,280.0,1406.0,1367.0,1.0,51018.0,544.0,112500.0,Kent,59459.40491503622,634.0098842326179,131114.17642678219
925,2016,48809,10861,10260,20,4721.0,483.0,1899.0,1772.0,1.0,45327.0,507.0,98000.0,Kent,55269.94289749882,618.2156562100272,119497.30632856539
926,2013,48809,10848,10248,41,4553.0,716.0,2249.0,1985.0,2.0,44533.0,473.0,97000.0,Kent,55945.110535420696,594.2118717188149,121857.40286834049
927,2012,48809,11041,10609,35,4713.0,828.0,2179.0,1943.0,3.0,47733.0,450.0,102900.0,Kent,60843.493797747324,573.598395428452,131162.83308797266
928,2014,48809,10715,10104,60,4595.0,605.0,1958.0,1711.0,4.0,45630.0,511.0,93900.0,Kent,56408.18316605839,631.7024237969721,116079.95615369017
929,2020,48809,11090,10600,4,5396.0,279.0,1169.0,1057.0,0.0,57276.0,634.0,137100.0,Kent,64765.824404681414,716.9064297885329,155028.1885236717
930,2019,48831,3473,3164,36,1506.0,70.0,498.0,452.0,2.0,48534.0,536.0,113200.0,Saginaw,55557.71119116629,613.5684921594167,129582.00244859321
931,2014,48831,3509,3395,11,1464.0,254.0,555.0,520.0,11.0,47609.0,529.0,103500.0,Saginaw,58854.6393239727,653.9541725804271,127947.55550486616
932,2013,48831,3438,3334,10,1403.0,278.0,508.0,479.0,10.0,46779.0,523.0,106900.0,Saginaw,58766.67472967114,657.0249659808461,134294.39553222267
933,2012,48831,3473,3363,12,1424.0,285.0,503.0,482.0,12.0,44970.0,526.0,112400.0,Saginaw,57321.599649816635,670.4727911008127,143272.13254701777
934,2020,48831,3415,3093,36,1490.0,168.0,423.0,368.0,2.0,51215.0,522.0,117600.0,Saginaw,57912.24416659261,590.2604989741549,132978.22735509698
935,2016,48831,3686,3539,5,1496.0,139.0,564.0,509.0,0.0,44181.0,525.0,102900.0,Saginaw,53872.5560296158,640.1641410458861,125472.17164499366
936,2011,48831,3375,3288,15,1385.0,291.0,505.0,478.0,15.0,44971.0,505.0,119000.0,Saginaw,58509.142500855785,657.0260159420999,154823.95227150474
937,2017,48831,3683,3452,6,1519.0,113.0,573.0,523.0,2.0,43659.0,531.0,111100.0,Saginaw,52125.59009872715,633.9744002937337,132645.11463772843
938,2015,48831,3610,3466,0,1429.0,191.0,611.0,580.0,0.0,46433.0,530.0,99400.0,Saginaw,57332.80572701536,654.4136074627559,122733.41996565646
939,2018,48831,3625,3330,37,1525.0,87.0,573.0,529.0,1.0,45777.0,540.0,111000.0,Saginaw,53351.23248256719,629.3480468485545,129365.98740775842
940,2014,48838,17909,17146,38,6659.0,809.0,3628.0,3322.0,28.0,41453.0,625.0,106800.0,Kent,51244.54124003108,772.630166092187,132027.04278183292
941,2020,48838,17573,16853,81,8429.0,380.0,2016.0,1833.0,16.0,52861.0,626.0,137300.0,Kent,59773.4870426682,707.8602918732201,155254.3419715545
