datapoint,Year,Zipcode,Total Population,White Population,Black Population,Employed Count,Unemployed Count,Poverty Count,Poverty Count - White,Poverty Count - Black,Median Income,Median Rent,Median Home Value,County,Adjusted Median Income,Adjusted Median Rent,Adjusted Median Home Value
300,2012,48322,31532,22089,4814,14736.0,1340.0,2339.0,1880.0,326.0,86284.0,1304.0,229500.0,Oakland,109983.03100255232,1662.1606836415583,292535.1816685105
301,2016,48322,32766,22160,6220,15575.0,1047.0,2585.0,1940.0,423.0,83557.0,1345.0,243300.0,Oakland,101886.0859683259,1640.0395613461274,296670.3533646935
302,2019,48322,32608,21596,6019,15906.0,742.0,1799.0,1318.0,271.0,93308.0,1628.0,288600.0,Oakland,106811.28519852771,1863.5998232006164,330365.42320374557
303,2017,48322,32748,22484,5936,15690.0,892.0,2434.0,1747.0,460.0,85855.0,1426.0,261700.0,Oakland,102504.46730172976,1702.5376550261094,312450.2835345953
304,2014,48322,32478,22344,5365,15119.0,1438.0,2773.0,2268.0,299.0,80113.0,1298.0,214200.0,Oakland,99036.3527938294,1604.5983289402539,264795.81052311434
305,2011,48322,31059,22249,4295,14373.0,1302.0,1910.0,1380.0,284.0,87719.0,1288.0,249600.0,Oakland,114126.06948995059,1675.7416010562863,324739.98728544184
306,2020,48322,32997,21533,6216,15334.0,990.0,1669.0,1253.0,284.0,95012.0,1526.0,298600.0,Oakland,107436.4569512115,1725.5508073459011,337647.09768904716
307,2013,48322,31947,21943,5482,14620.0,1455.0,2447.0,2002.0,325.0,81652.0,1275.0,216100.0,Oakland,102576.29545366741,1601.7339036817953,271478.19340049877
308,2018,48322,32681,21898,5914,16021.0,797.0,2191.0,1671.0,259.0,88850.0,1548.0,277400.0,Oakland,103551.06289350754,1804.131067632523,323298.42258479446
309,2015,48322,32728,22618,5854,15134.0,1339.0,2800.0,2287.0,252.0,80512.0,1313.0,230600.0,Oakland,99411.60068687056,1621.2171067898082,284731.6563790783
310,2011,48323,17183,14243,1424,8019.0,700.0,452.0,362.0,51.0,110434.0,1513.0,308100.0,Oakland,143679.22979118783,1968.4759645948457,400850.9218054672
311,2013,48323,17664,14310,1657,8082.0,687.0,436.0,355.0,33.0,106563.0,1665.0,277000.0,Oakland,133871.03527689658,2091.6760389256383,347984.54221165273
312,2017,48323,17469,14233,1982,8801.0,358.0,661.0,571.0,66.0,114155.0,1573.0,325400.0,Oakland,136292.55680890993,1878.044692395561,388503.3330613576
313,2014,48323,17536,14253,1662,8507.0,541.0,543.0,414.0,71.0,108816.0,1583.0,281800.0,Oakland,134519.23864557987,1956.9176846782912,348363.48928764526
314,2020,48323,16467,13435,1338,7737.0,330.0,1198.0,990.0,120.0,115457.0,1345.0,362300.0,Oakland,130554.99316103256,1520.8819370119509,409676.9708397247
315,2018,48323,17111,14070,1662,8485.0,394.0,690.0,536.0,70.0,113008.0,1512.0,339100.0,Oakland,131706.22977455825,1762.1745311759528,395207.2642339719
316,2019,48323,17128,13963,1791,8358.0,430.0,830.0,599.0,183.0,115174.0,1531.0,353200.0,Oakland,131841.67447009077,1752.5622415971395,404314.1631169887
317,2012,48323,17373,14327,1379,7780.0,663.0,433.0,329.0,36.0,105359.0,1410.0,286000.0,Oakland,134297.22965321393,1797.274972342483,364553.64687230496
318,2016,48323,17661,14597,1564,8813.0,360.0,658.0,531.0,81.0,110757.0,1537.0,308800.0,Oakland,135052.6852758461,1874.156732928623,376538.45096184686
319,2015,48323,17782,14466,1878,8825.0,469.0,781.0,559.0,188.0,108636.0,1392.0,293400.0,Oakland,134137.5031326867,1718.7617765814264,362273.4951501369
320,2016,48324,17235,14566,1281,8826.0,528.0,938.0,787.0,111.0,103781.0,958.0,283700.0,Oakland,126546.4280416821,1168.14713737516,345932.50821851025
321,2012,48324,17393,14626,1469,8140.0,833.0,782.0,558.0,194.0,95347.0,767.0,259200.0,Oakland,121535.30268648134,977.6665984302725,330392.67576678836
322,2018,48324,18086,15514,949,9143.0,378.0,901.0,702.0,116.0,110761.0,1058.0,301900.0,Oakland,129087.44262406066,1233.0559880847607,351852.1765621826
323,2015,48324,17049,14279,1529,8647.0,641.0,1025.0,854.0,165.0,101025.0,915.0,263200.0,Oakland,124739.87678099038,1129.7895298649462,324984.26695131575
324,2019,48324,17830,15421,678,9049.0,310.0,736.0,477.0,175.0,118418.0,1043.0,316300.0,Oakland,135555.1375084586,1193.9401815714023,362074.0934142229
325,2011,48324,17722,15145,1268,8594.0,698.0,632.0,469.0,106.0,96691.0,788.0,275800.0,Oakland,125799.01486625262,1025.220793192821,358827.27761748736
326,2014,48324,17026,14010,1688,8515.0,706.0,913.0,797.0,116.0,95290.0,872.0,245200.0,Oakland,117798.28564307922,1077.9736077318194,303118.2667612868
327,2020,48324,18017,15163,909,9207.0,283.0,753.0,525.0,123.0,122558.0,973.0,330400.0,Oakland,138584.571328112,1100.2365239499095,373605.49590241525
328,2017,48324,17536,15285,873,9076.0,451.0,822.0,710.0,60.0,108722.0,1062.0,287000.0,Oakland,129805.95997878589,1267.9488005874673,342656.59676892945
329,2013,48324,17010,14052,1412,8204.0,871.0,785.0,577.0,172.0,98046.0,803.0,251100.0,Oakland,123171.4528003022,1008.7782938482208,315447.3593839207
330,2017,48326,21365,12797,3672,11849.0,1002.0,2524.0,1244.0,388.0,58913.0,878.0,138000.0,Oakland,70337.72852072453,1048.2665225195822,164761.7085509138
331,2018,48326,21829,12872,3636,12304.0,915.0,2569.0,1256.0,307.0,63016.0,925.0,147200.0,Oakland,73442.58614853428,1078.0498950646538,171555.6157335319
332,2016,48326,21115,12624,3923,11420.0,895.0,2669.0,1329.0,450.0,54482.0,847.0,123100.0,Oakland,66433.18615707042,1032.7981475540296,150103.24907190207
333,2013,48326,21025,14649,3470,10881.0,1203.0,2739.0,1738.0,656.0,52937.0,780.0,116200.0,Oakland,66502.7354189829,979.8842704876864,145977.6310649605
334,2015,48326,20994,13618,3636,11329.0,1082.0,2260.0,1414.0,400.0,52976.0,829.0,116900.0,Oakland,65411.72692254142,1023.6016614841972,144341.4164384833
335,2014,48326,20589,14221,3129,10789.0,1157.0,2576.0,1794.0,459.0,53409.0,801.0,116000.0,Oakland,66024.64726530819,990.2028208637469,143400.15882670993
336,2019,48326,22352,13479,3670,12578.0,797.0,2640.0,1469.0,289.0,64615.0,953.0,160600.0,Oakland,73965.9106732849,1090.9156213207539,183841.6041806013
337,2020,48326,22856,12879,3817,13230.0,668.0,2952.0,1432.0,624.0,69649.0,975.0,177300.0,Oakland,78756.80745795195,1102.4980584287377,200485.0315481181
338,2012,48326,20988,15107,3010,10962.0,1081.0,2680.0,1916.0,432.0,52800.0,758.0,129100.0,Oakland,67302.2117302717,966.1946305217035,164559.0063329181
339,2011,48326,20605,14962,2755,10849.0,1183.0,2381.0,1859.0,211.0,52627.0,736.0,141600.0,Oakland,68469.91711086116,957.5666291750208,184227.49278693332
340,2011,48327,22037,20486,912,10625.0,1391.0,2181.0,1766.0,324.0,53337.0,596.0,154600.0,Oakland,69393.65665802729,775.4208029732505,201141.0337913834
341,2017,48327,22227,20006,1055,11761.0,727.0,2620.0,2145.0,168.0,53985.0,696.0,151300.0,Oakland,64454.064029862915,830.972095300261,180640.9166938642
342,2015,48327,22397,19918,1174,11314.0,1150.0,3182.0,2351.0,528.0,51782.0,623.0,131800.0,Oakland,63937.44419176683,769.2446744326355,162739.0820067759
343,2020,48327,21659,19074,1135,11687.0,737.0,2146.0,1563.0,96.0,60089.0,768.0,179300.0,Oakland,67946.67264915325,868.429239870021,202746.5660269463
344,2016,48327,21824,19641,904,11494.0,763.0,2578.0,2049.0,271.0,52471.0,665.0,141800.0,Oakland,63981.0526567975,810.8745786581223,172905.28609582217
345,2019,48327,21937,19663,1134,12300.0,645.0,2201.0,1809.0,178.0,59119.0,745.0,170200.0,Oakland,67674.54419397864,852.8144154081443,194830.89060733715
346,2018,48327,22356,19910,1153,11862.0,723.0,2469.0,2023.0,193.0,56606.0,736.0,162400.0,Oakland,65971.99174057273,857.7780786676595,189270.5977929727
347,2014,48327,22870,20441,1303,11078.0,1341.0,2883.0,2156.0,468.0,51181.0,591.0,124300.0,Oakland,63270.37524922276,730.5990850567721,153660.68743241418
348,2012,48327,22026,20221,984,10479.0,1448.0,2573.0,2056.0,410.0,51611.0,572.0,140800.0,Oakland,65786.63730323962,729.1072937446099,179472.56461405783
349,2013,48327,22185,20226,1085,10771.0,1450.0,2583.0,1973.0,415.0,51596.0,571.0,127200.0,Oakland,64818.088230875226,717.3255364723962,159796.51180260736
350,2017,48328,25967,21521,1680,13451.0,1109.0,3457.0,2635.0,352.0,52370.0,684.0,130200.0,Oakland,62525.87446964751,816.6449902088772,155449.09024151435
351,2011,48328,24932,21864,1983,11718.0,1446.0,4208.0,3116.0,766.0,48539.0,612.0,137900.0,Oakland,63151.25898576947,796.2374688248814,179413.63880874368
352,2014,48328,24698,20902,1839,12278.0,1338.0,4125.0,3308.0,557.0,45689.0,636.0,103700.0,Oakland,56481.11945373749,786.2284570154095,128194.79715801567
353,2012,48328,25142,21550,2203,12056.0,1442.0,4192.0,3162.0,656.0,47862.0,621.0,120900.0,Oakland,61007.925337770146,791.5657856912636,154106.76890511077
354,2013,48328,25223,21689,1878,12006.0,1574.0,4732.0,3819.0,618.0,44663.0,622.0,108600.0,Oakland,56108.424580501975,781.3948926196679,136430.04073713173
355,2016,48328,26011,21383,1888,12882.0,1309.0,4135.0,3135.0,518.0,48271.0,652.0,116100.0,Oakland,58859.739528430415,795.0228951655575,141567.72719129027
356,2015,48328,25434,20932,1959,12786.0,1197.0,4056.0,3280.0,501.0,47741.0,638.0,106200.0,Oakland,58947.849120527215,787.7658142664872,131129.67002366917
357,2019,48328,26476,21415,2005,13884.0,858.0,3424.0,2163.0,571.0,54831.0,732.0,146700.0,Oakland,62765.99625670331,837.9330900386063,167930.03320855674
358,2020,48328,27410,22061,2435,14400.0,842.0,3050.0,1838.0,598.0,56888.0,743.0,160200.0,Oakland,64327.08671578874,840.1600588846687,181148.91175413717
359,2018,48328,26215,21427,1943,13628.0,995.0,3660.0,2666.0,380.0,53627.0,716.0,138300.0,Oakland,62500.08834879155,834.4688917473427,161183.0275539909
360,2012,48329,24489,22535,766,11974.0,1366.0,2047.0,1816.0,25.0,65960.0,833.0,145400.0,Oakland,84076.77813880153,1061.7943630931122,185336.01487843756
361,2011,48329,24571,23000,434,12093.0,1310.0,2021.0,1807.0,28.0,64891.0,833.0,158800.0,Oakland,84425.89148613623,1083.767665900533,206605.40857743652
362,2014,48329,24911,22833,812,12387.0,1219.0,2054.0,1818.0,193.0,67376.0,857.0,128000.0,Oakland,83290.7681130035,1059.4304837456068,158234.65801567992
363,2013,48329,24526,22932,565,12048.0,1289.0,2097.0,1907.0,41.0,66765.0,834.0,129800.0,Oakland,83874.32476809024,1047.7224122906803,163062.79270423297
364,2017,48329,24917,22507,877,12514.0,574.0,2019.0,1638.0,275.0,70537.0,949.0,155600.0,Oakland,84215.91765257833,1133.035227643603,185774.79601827674
365,2015,48329,24990,22850,1014,12644.0,1001.0,2163.0,1941.0,206.0,69098.0,906.0,134500.0,Oakland,85318.24801596509,1118.6768459646355,166072.88717686918
366,2020,48329,23658,20869,581,11998.0,368.0,1715.0,1411.0,121.0,75206.0,963.0,185400.0,Oakland,85040.48100737605,1088.9288515557685,209644.24618737225
367,2019,48329,24400,22050,892,12426.0,335.0,1680.0,1422.0,136.0,77942.0,1013.0,172700.0,Oakland,89221.55861173368,1159.5986614878527,197692.68394763293
368,2016,48329,25338,22978,1024,12839.0,815.0,2016.0,1780.0,214.0,70553.0,916.0,145200.0,Oakland,86029.52503468649,1116.934006091489,177051.11100926218
369,2018,48329,24599,21771,992,12251.0,408.0,1782.0,1425.0,264.0,73336.0,1007.0,163700.0,Oakland,85470.12659941777,1173.6175614379526,190785.69494279329
370,2013,48331,22184,16885,2408,11255.0,635.0,1263.0,1060.0,150.0,95571.0,1022.0,243000.0,Oakland,120062.20463433166,1283.8996467159175,305271.6381134716
371,2011,48331,21671,16493,2407,10905.0,735.0,570.0,467.0,79.0,97699.0,951.0,270200.0,Oakland,127110.46481490537,1237.2905765563107,351541.44456941664
372,2015,48331,21252,15476,2558,10496.0,458.0,1317.0,1042.0,174.0,94528.0,1106.0,244300.0,Oakland,116717.75374762146,1365.6253770826565,301647.6307606627
373,2019,48331,21372,15007,3423,11169.0,411.0,1026.0,734.0,238.0,107892.0,1311.0,309000.0,Oakland,123505.84282847721,1500.7244276511105,353717.6568605592
374,2020,48331,21336,14649,3394,11216.0,604.0,731.0,494.0,187.0,102571.0,1555.0,322300.0,Oakland,115983.92651394261,1758.3430572889097,364446.2812631611
375,2016,48331,21220,15488,3030,10571.0,424.0,1353.0,1027.0,216.0,95233.0,1151.0,259600.0,Oakland,116123.33646518642,1403.483669226314,316545.9257438325
376,2017,48331,21466,15052,3270,11179.0,341.0,1078.0,737.0,163.0,103177.0,1239.0,277400.0,Oakland,123185.64350114229,1479.2736006853786,331194.91269582236
377,2014,48331,21616,16158,2566,10983.0,538.0,1273.0,1042.0,158.0,98046.0,1081.0,240300.0,Oakland,121205.27562347932,1336.3411352730468,297060.8462591241
378,2012,48331,21913,16406,2629,11241.0,704.0,924.0,733.0,156.0,96010.0,964.0,253600.0,Oakland,122380.40432241259,1228.7752293178394,323254.56240145647
379,2018,48331,21650,15085,3469,11387.0,320.0,830.0,672.0,80.0,109847.0,1298.0,296400.0,Oakland,128022.21278180217,1512.7662311285626,345442.1501590955
380,2018,48334,18975,11552,4377,9474.0,530.0,1415.0,964.0,329.0,78368.0,1064.0,231300.0,Oakland,91334.71802856949,1240.0487441608557,269570.74673346424
381,2013,48334,17506,10978,4426,8512.0,732.0,1698.0,1038.0,431.0,64512.0,914.0,187400.0,Oakland,81043.96674064313,1148.2233631099302,235423.47729409288
382,2015,48334,18535,11421,4796,9142.0,706.0,1998.0,1231.0,467.0,67972.0,999.0,191800.0,Oakland,83927.92778577063,1233.5079129345152,236823.64134218218
383,2014,48334,18272,11502,4522,9038.0,714.0,1911.0,1242.0,369.0,67400.0,998.0,182900.0,Oakland,83320.43711138146,1233.7358492160042,226102.4918052176
384,2011,48334,16426,10760,3728,8423.0,490.0,1186.0,735.0,253.0,69630.0,898.0,212900.0,Oakland,90591.52770306617,1168.3353709227836,276991.7599882635
385,2016,48334,18867,11559,4764,9477.0,666.0,1896.0,1225.0,402.0,68584.0,989.0,201400.0,Oakland,83628.60466569725,1205.9473057035837,245579.15810788848
386,2012,48334,16966,10784,3886,8367.0,543.0,1425.0,937.0,253.0,64245.0,897.0,197900.0,Oakland,81890.73092066865,1143.3728015540476,252255.82767842364
387,2017,48334,18816,11666,4397,9590.0,530.0,1625.0,1038.0,439.0,74935.0,1063.0,216100.0,Oakland,89466.80166857048,1269.1427260117491,258007.28418733677
388,2019,48334,19107,11746,4379,9592.0,439.0,1291.0,854.0,258.0,81688.0,1103.0,241200.0,Oakland,93509.66975283288,1262.6232217385011,276105.8214717375
389,2020,48334,19043,11711,3998,9755.0,401.0,1354.0,770.0,167.0,81638.0,1076.0,247500.0,Oakland,92313.57589128746,1216.7055496095606,279864.89175498724
390,2012,48335,23001,13452,3992,11828.0,816.0,1568.0,875.0,463.0,58814.0,795.0,214500.0,Oakland,74968.0356193977,1013.3571652569317,273415.23515422875
391,2011,48335,23649,14088,3838,12110.0,803.0,1605.0,791.0,535.0,60168.0,788.0,238600.0,Oakland,78281.07193505795,1025.220793192821,310428.5295124456
392,2017,48335,22619,11808,4114,12312.0,434.0,1361.0,523.0,347.0,71134.0,911.0,247800.0,Oakland,84928.69113087466,1087.6660615208875,295854.7201370757
393,2015,48335,22667,12852,4149,12297.0,501.0,1125.0,481.0,302.0,66972.0,836.0,216300.0,Oakland,82693.18513018053,1032.244860073328,267074.83640413976
394,2014,48335,22765,13103,4029,11785.0,626.0,1122.0,571.0,294.0,63597.0,831.0,205300.0,Oakland,78619.1370767437,1027.2890688361717,253793.55695796158
395,2013,48335,22323,13610,3935,11510.0,719.0,1142.0,689.0,220.0,60923.0,801.0,206100.0,Oakland,76535.24283451452,1006.2657700777396,258915.57454809255
396,2020,48335,23574,11297,3747,13306.0,636.0,1220.0,616.0,222.0,82973.0,1055.0,298400.0,Oakland,93823.15015590527,1192.9594375818647,337420.94424116437
397,2019,48335,22998,11342,3888,13036.0,468.0,1486.0,711.0,368.0,80171.0,1012.0,279400.0,Oakland,91773.1335539414,1158.4539441517345,319834.0237114571
398,2018,48335,23174,12488,3469,12839.0,489.0,1358.0,623.0,253.0,77222.0,951.0,260400.0,Oakland,89999.10161803533,1108.3518380610656,303485.6137025252
399,2016,48335,22486,12471,4295,12322.0,441.0,1392.0,506.0,466.0,66058.0,865.0,225700.0,Oakland,80548.50062706503,1054.7466323898886,275209.61263629806
400,2013,48336,26619,19395,4395,12967.0,1213.0,2537.0,2046.0,372.0,54921.0,710.0,147800.0,Oakland,68995.1589993003,891.9459385208429,185675.50663856417
401,2016,48336,26716,19310,5292,13705.0,801.0,2969.0,2065.0,690.0,55660.0,742.0,156900.0,Oakland,67869.59255355051,904.7653193448523,191317.6261525705
402,2014,48336,26325,18694,4858,12835.0,1038.0,2599.0,1951.0,462.0,54901.0,711.0,143800.0,Oakland,67869.06999780345,878.944076946472,177766.74861449038
403,2015,48336,26679,19140,5225,13330.0,886.0,2640.0,1845.0,577.0,55936.0,717.0,149400.0,Oakland,69066.56518308813,885.3104840581054,184470.55274516172
404,2012,48336,26516,19449,4241,12875.0,1223.0,2877.0,2208.0,579.0,55973.0,677.0,153800.0,Oakland,71346.71774959275,862.946919344582,196043.18492643532
405,2017,48336,26470,19450,5144,13558.0,620.0,2574.0,1947.0,429.0,58551.0,762.0,163500.0,Oakland,69905.52751713445,909.771173302872,195206.8068701044
406,2011,48336,26508,20096,3970,12789.0,1098.0,2771.0,2299.0,349.0,57366.0,671.0,163900.0,Oakland,74635.55332779107,872.9989241527702,213240.72081764386
407,2019,48336,25913,18543,5150,13709.0,561.0,2489.0,1800.0,508.0,65930.0,854.0,180600.0,Oakland,75471.21397028049,977.5886050450406,206735.9509029676
408,2018,48336,25897,18660,4965,13576.0,600.0,2765.0,2061.0,508.0,62025.0,770.0,173800.0,Oakland,72287.61593663259,897.4036964321981,202556.83433755327
409,2020,48336,25040,17860,4546,13383.0,593.0,2727.0,1856.0,602.0,66913.0,803.0,190600.0,Oakland,75663.02829091498,908.006093249514,215524.2358323255
410,2012,48340,25089,13245,8769,10020.0,2110.0,8382.0,3517.0,3894.0,29780.0,596.0,69500.0,Oakland,37959.46714635399,759.6992081674607,88589.08551617201
411,2017,48340,25297,13660,8353,10684.0,1682.0,8511.0,4147.0,3161.0,33292.0,667.0,49800.0,Oakland,39748.16522519582,796.3482579960835,59457.48612924281
412,2011,48340,25104,12640,8414,9876.0,2073.0,8126.0,3148.0,3530.0,31063.0,612.0,84800.0,Oakland,40414.25570932563,796.2374688248814,110328.32901364368
413,2015,48340,25804,13752,9340,10348.0,2114.0,8713.0,4184.0,3700.0,29873.0,605.0,48200.0,Oakland,36885.467350443214,747.0193066320137,59514.595999443074
414,2018,48340,26068,13893,8627,10809.0,1561.0,8194.0,3590.0,3369.0,35612.0,683.0,56000.0,Oakland,41504.338230316156,796.00873332882,65265.72337688714
415,2020,48340,25190,12012,8153,11298.0,1269.0,6267.0,2848.0,2131.0,39162.0,743.0,64300.0,Oakland,44283.106629934584,840.1600588846687,72708.33349432598
416,2013,48340,25577,12852,9701,10190.0,2385.0,8701.0,3891.0,3867.0,28929.0,607.0,54300.0,Oakland,36342.400078126004,762.5509643410586,68215.02036856586
417,2014,48340,25371,13398,9446,9987.0,2287.0,8530.0,4074.0,3641.0,29572.0,599.0,50600.0,Oakland,36557.150834685046,740.488751182752,62552.13824682346
418,2016,48340,25862,12794,9833,10546.0,1892.0,8674.0,3716.0,3876.0,31716.0,632.0,45900.0,Oakland,38673.23028078347,770.635689792381,55968.63633144032
419,2019,48340,25387,13112,8669,11115.0,1317.0,7931.0,3425.0,3325.0,35879.0,721.0,59400.0,Oakland,41071.31330258901,825.3411993413048,67996.20976542789
420,2011,48341,17569,5086,10975,6268.0,1674.0,4165.0,1578.0,2126.0,35740.0,615.0,87700.0,Oakland,46499.22734608049,800.1405936720621,114101.34969925179
421,2015,48341,17701,5566,10834,6641.0,1317.0,4509.0,1475.0,2627.0,34139.0,615.0,61200.0,Oakland,42152.87951919061,759.3667331879147,75566.25052211445
422,2013,48341,16790,5238,10412,5981.0,1559.0,4457.0,1726.0,2382.0,35262.0,611.0,68100.0,Oakland,44298.30659735487,767.5760118820211,85551.43438488648
423,2019,48341,18020,5329,10850,7320.0,878.0,4066.0,1367.0,2242.0,36049.0,650.0,84100.0,Oakland,41265.91524972912,744.0662684769045,96270.72796755025
424,2017,48341,17545,5373,10264,7216.0,1076.0,4330.0,1501.0,2306.0,35818.0,633.0,66300.0,Oakland,42764.02084693211,755.7547935704961,79157.25562989556
425,2018,48341,17778,5638,10364,7202.0,905.0,4072.0,1527.0,1970.0,36482.0,639.0,75600.0,Oakland,42518.28786134994,744.7285221041229,88108.72655879763
426,2020,48341,17823,4968,10660,7247.0,766.0,4170.0,1095.0,2446.0,34484.0,629.0,87700.0,Oakland,38993.377483955475,711.2525935914625,99168.28689661567
427,2012,48341,16937,4825,10785,6175.0,1508.0,3821.0,1358.0,2059.0,35482.0,615.0,76700.0,Oakland,45227.59614798296,783.917807085551,97766.65984302724
428,2016,48341,17350,5660,10136,6939.0,1169.0,4267.0,1709.0,2141.0,35912.0,621.0,61600.0,Oakland,43789.665968075926,757.2227268371338,75112.59254938397
429,2014,48341,17112,5251,10537,6221.0,1452.0,4435.0,1339.0,2734.0,32437.0,613.0,64800.0,Oakland,40098.88751605163,757.795666903217,80106.29562043796
430,2019,48342,16652,4412,10866,6484.0,1165.0,5934.0,1793.0,3581.0,27917.0,554.0,62400.0,Oakland,31957.07387241499,634.1734042095463,71430.36177378283
431,2011,48342,18153,4384,11028,5791.0,2326.0,7643.0,1754.0,4441.0,20398.0,523.0,74000.0,Oakland,26538.646877597927,680.4447650251846,96277.07956379284
432,2020,48342,16767,3927,10787,6329.0,1036.0,5796.0,1826.0,3261.0,31168.0,564.0,72000.0,Oakland,35243.75331805835,637.7527230295467,81415.24123781447
433,2016,48342,17060,5137,10162,6095.0,1485.0,7122.0,2065.0,4035.0,23241.0,560.0,53800.0,Oakland,28339.152003899882,682.8417504489452,65601.58245384508
434,2012,48342,18541,5302,10908,5886.0,2408.0,7847.0,2542.0,4096.0,21376.0,524.0,66000.0,Oakland,27247.198445952417,667.9234648989084,84127.76466283962
435,2013,48342,17854,5003,10640,5582.0,2208.0,8169.0,2225.0,4414.0,20830.0,512.0,56700.0,Oakland,26167.93506956219,643.2060852431994,71230.04889314336
436,2014,48342,17655,4796,10659,5627.0,2123.0,9050.0,2639.0,5016.0,19532.0,516.0,48900.0,Oakland,24145.619846580154,637.8834651257096,60450.58419505271
437,2018,48342,16431,4709,10400,6170.0,1234.0,6423.0,2041.0,3801.0,25489.0,574.0,57200.0,Oakland,29706.39327059779,668.9736646130931,66664.27459210614
438,2015,48342,16823,4550,10462,5818.0,1898.0,7679.0,2126.0,4488.0,20606.0,543.0,52000.0,Oakland,25443.10716108971,670.4652619854271,64206.61809068547
439,2017,48342,17335,4909,10725,6441.0,1514.0,7085.0,1894.0,4174.0,25989.0,561.0,56400.0,Oakland,31028.927851664484,669.7921630221931,67337.3939295039
440,2012,48346,22823,21442,497,10656.0,1427.0,1837.0,1528.0,134.0,60816.0,711.0,164800.0,Oakland,77519.91114750384,906.2854647769541,210064.4790369086
441,2017,48346,23067,21145,391,12274.0,555.0,1538.0,1112.0,80.0,74958.0,852.0,190000.0,Oakland,89494.26195332897,1017.2244614882505,226845.83061357698
442,2011,48346,22682,21366,411,10531.0,1229.0,1829.0,1557.0,93.0,61070.0,721.0,174300.0,Oakland,79454.61147244363,938.0510049391168,226771.55362120396
443,2020,48346,23301,19973,1726,12557.0,672.0,1673.0,1255.0,157.0,82790.0,993.0,226700.0,Oakland,93616.2197510925,1122.8518687381911,256344.93317517414
444,2015,48346,23070,21342,314,11465.0,981.0,1512.0,1222.0,55.0,68984.0,792.0,168700.0,Oakland,85177.48735322783,977.9161832273634,208301.08599805075
445,2013,48346,22888,21316,536,10406.0,1411.0,1655.0,1392.0,56.0,61315.0,739.0,160900.0,Oakland,77027.69749352885,928.3775331928209,202132.53733521633
446,2018,48346,23478,21250,707,12529.0,664.0,1628.0,1118.0,142.0,78901.0,916.0,208000.0,Oakland,91955.90785999593,1067.5607609505112,242415.5439712951
447,2019,48346,23776,21079,1254,12808.0,635.0,1852.0,1303.0,205.0,81377.0,948.0,220000.0,Oakland,93153.6626613001,1085.1920346401623,251837.8139460292
448,2016,48346,23009,21291,379,11736.0,799.0,1428.0,1132.0,108.0,72326.0,833.0,175500.0,Oakland,88191.45079101858,1015.727103792806,213997.72714962476
449,2014,48346,23047,21285,459,10946.0,1228.0,1741.0,1396.0,68.0,62998.0,767.0,162600.0,Oakland,77878.64832556095,948.171739828332,201007.46401054336
450,2020,48348,25015,21882,406,12371.0,435.0,765.0,696.0,0.0,112549.0,1008.0,338900.0,Oakland,127266.72202881638,1139.8133773294026,383217.017437435
451,2011,48348,23474,22583,174,10750.0,1233.0,1939.0,1886.0,10.0,91497.0,912.0,246900.0,Oakland,119041.40471416694,1186.5499535429606,321227.17492297915
452,2012,48348,23376,22544,130,10850.0,1222.0,1852.0,1812.0,10.0,93125.0,849.0,241100.0,Oakland,118703.00127616574,1082.188972708346,307321.27363955503
453,2019,48348,24605,23169,363,12290.0,712.0,1058.0,987.0,0.0,111938.0,1128.0,330000.0,Oakland,128137.3691704119,1291.2411551414589,377756.7209190438
454,2016,48348,23017,21905,463,11260.0,906.0,1368.0,1368.0,0.0,102398.0,1041.0,269800.0,Oakland,124860.05279012694,1269.3540396738426,328983.40048415255
455,2013,48348,23263,22371,234,10801.0,1277.0,1496.0,1463.0,3.0,92000.0,850.0,230800.0,Oakland,115576.09344213738,1067.8226024545302,289945.243113536
456,2018,48348,24257,23031,361,11850.0,835.0,1384.0,1325.0,0.0,106728.0,1121.0,306900.0,Oakland,124387.14508157875,1306.4799268837585,357679.4732922618
457,2014,48348,23000,22028,366,10852.0,1145.0,1790.0,1788.0,2.0,94932.0,823.0,235800.0,Oakland,117355.7230839416,1017.3994027101919,291497.90906326036
458,2017,48348,23771,22542,497,11427.0,846.0,1391.0,1345.0,32.0,105249.0,1047.0,290700.0,Oakland,125659.45698025456,1250.0399192232376,347074.1208387728
459,2015,48348,23300,22454,366,11176.0,1043.0,1700.0,1700.0,0.0,97367.0,1000.0,252800.0,Oakland,120223.18814684179,1234.7426555901054,312142.94333317864
460,2018,48350,7281,6599,182,3493.0,267.0,536.0,276.0,56.0,80150.0,734.0,230600.0,Oakland,93411.56658316971,855.4471599756279,268754.92519125313
461,2011,48350,6869,6714,48,3350.0,475.0,364.0,342.0,9.0,83657.0,825.0,221700.0,Oakland,108841.2384468678,1073.3593329747175,288440.92620666046
462,2019,48350,7242,6453,171,3539.0,223.0,574.0,231.0,61.0,79615.0,755.0,256300.0,Oakland,91136.67071505962,864.2615887693274,293391.0532471241
463,2013,48350,7201,7086,23,3375.0,529.0,436.0,420.0,15.0,75401.0,832.0,208000.0,Oakland,94723.40240902826,1045.2098885201988,261302.47213004972
464,2012,48350,6989,6871,32,3413.0,514.0,394.0,378.0,14.0,75353.0,870.0,207200.0,Oakland,96049.68864604474,1108.9568978283403,264110.1945172783
465,2020,48350,7845,7282,156,3971.0,197.0,502.0,279.0,86.0,88970.0,935.0,273000.0,Oakland,100604.36129067157,1057.267368852174,308699.4563600465
